date,isin,ticker,price
2023-10-26,US0079031078,AMD.US,93.67
2023-10-27,US0079031078,AMD.US,96.43
2023-10-30,US0079031078,AMD.US,96.18
2023-10-31,US0079031078,AMD.US,98.5
2023-11-01,US0079031078,AMD.US,108.04
2023-11-02,US0079031078,AMD.US,107.83
2023-11-03,US0079031078,AMD.US,112.25
2023-11-06,US0079031078,AMD.US,111.75
2023-11-07,US0079031078,AMD.US,113.45
2023-11-08,US0079031078,AMD.US,113.59
2023-11-09,US0079031078,AMD.US,113.49
2023-11-10,US0079031078,AMD.US,118.59
2023-11-13,US0079031078,AMD.US,116.79
2023-11-14,US0079031078,AMD.US,119.88
2023-11-15,US0079031078,AMD.US,118.0
2023-11-16,US0079031078,AMD.US,119.83
2023-11-17,US0079031078,AMD.US,120.62
2023-11-20,US0079031078,AMD.US,121.53
2023-11-21,US0079031078,AMD.US,119.16
2023-11-22,US0079031078,AMD.US,122.51
2023-11-24,US0079031078,AMD.US,122.31
2023-11-27,US0079031078,AMD.US,122.65
2023-11-28,US0079031078,AMD.US,122.01
2023-11-29,US0079031078,AMD.US,123.85
2023-11-30,US0079031078,AMD.US,121.16
2023-12-01,US0079031078,AMD.US,121.39
2023-12-04,US0079031078,AMD.US,118.57
2023-12-05,US0079031078,AMD.US,118.38
2023-12-06,US0079031078,AMD.US,116.82
2023-12-07,US0079031078,AMD.US,128.37
2023-12-08,US0079031078,AMD.US,128.92
2023-12-11,US0079031078,AMD.US,134.41
2023-12-12,US0079031078,AMD.US,137.61
2023-12-13,US0079031078,AMD.US,138.19
2023-12-14,US0079031078,AMD.US,138.0
2023-12-15,US0079031078,AMD.US,139.15
2023-12-18,US0079031078,AMD.US,138.9
2023-12-19,US0079031078,AMD.US,140.15
2023-12-20,US0079031078,AMD.US,135.47
2023-12-21,US0079031078,AMD.US,139.91
2023-12-22,US0079031078,AMD.US,139.6
2023-12-26,US0079031078,AMD.US,143.41
2023-12-27,US0079031078,AMD.US,146.07
2023-12-28,US0079031078,AMD.US,148.76
2023-12-29,US0079031078,AMD.US,147.41
2024-01-02,US0079031078,AMD.US,138.58
2024-01-03,US0079031078,AMD.US,135.32
2024-01-04,US0079031078,AMD.US,136.01
2024-01-05,US0079031078,AMD.US,138.58
2024-01-08,US0079031078,AMD.US,146.18
2024-01-09,US0079031078,AMD.US,149.26
2024-01-10,US0079031078,AMD.US,148.54
2024-01-11,US0079031078,AMD.US,148.02
2024-01-12,US0079031078,AMD.US,146.56
2024-01-16,US0079031078,AMD.US,158.74
2024-01-17,US0079031078,AMD.US,160.17
2024-01-18,US0079031078,AMD.US,162.67
2024-01-19,US0079031078,AMD.US,174.23
2024-01-22,US0079031078,AMD.US,168.18
2024-01-23,US0079031078,AMD.US,168.42
2024-01-24,US0079031078,AMD.US,178.29
2024-01-25,US0079031078,AMD.US,180.33
2024-01-26,US0079031078,AMD.US,177.25
2024-01-29,US0079031078,AMD.US,177.83
2024-01-30,US0079031078,AMD.US,172.06
2024-01-31,US0079031078,AMD.US,167.69
2024-02-01,US0079031078,AMD.US,170.48
2024-02-02,US0079031078,AMD.US,177.66
2024-02-05,US0079031078,AMD.US,174.23
