date,base,quote,rate
2026-05-22,CHF,AUD,1.7856
2026-05-26,CHF,AUD,1.7771
2026-05-27,CHF,AUD,1.7831
2026-05-29,CHF,AUD,1.7822
2026-06-01,CHF,AUD,1.7785
2026-06-02,CHF,AUD,1.773
2026-05-22,CHF,BRL,6.3784
2026-05-26,CHF,BRL,6.3927
2026-05-27,CHF,BRL,6.4152
2026-05-29,CHF,BRL,6.4479
2026-06-01,CHF,BRL,6.4105
2026-06-02,CHF,BRL,6.3734
2026-05-22,CHF,CAD,1.7548
2026-05-26,CHF,CAD,1.7589
2026-05-27,CHF,CAD,1.7589
2026-05-29,CHF,CAD,1.7642
2026-06-01,CHF,CAD,1.7645
2026-06-02,CHF,CAD,1.7618
2026-05-22,CHF,CHF,1.0
2026-05-26,CHF,CHF,1.0
2026-05-27,CHF,CHF,1.0
2026-05-29,CHF,CHF,1.0
2026-06-01,CHF,CHF,1.0
2026-06-02,CHF,CHF,1.0
2026-05-22,CHF,CNY,8.6403
2026-05-26,CHF,CNY,8.6404
2026-05-27,CHF,CNY,8.6226
2026-05-29,CHF,CNY,8.6481
2026-06-01,CHF,CNY,8.6312
2026-06-02,CHF,CNY,8.6106
2026-05-22,CHF,CZK,26.636
2026-05-26,CHF,CZK,26.551
2026-05-27,CHF,CZK,26.531
2026-05-29,CHF,CZK,26.651
2026-06-01,CHF,CZK,26.605
2026-06-02,CHF,CZK,26.498
2026-05-22,CHF,DKK,8.1951
2026-05-26,CHF,DKK,8.1787
2026-05-27,CHF,DKK,8.1641
2026-05-29,CHF,DKK,8.2023
2026-06-01,CHF,DKK,8.1877
2026-06-02,CHF,DKK,8.1692
2026-05-22,CHF,EUR,1.0966
2026-05-26,CHF,EUR,1.0946
2026-05-27,CHF,EUR,1.0925
2026-05-29,CHF,EUR,1.0976
2026-06-01,CHF,EUR,1.0955
2026-06-02,CHF,EUR,1.093
2026-05-22,CHF,GBP,0.94767
2026-05-26,CHF,GBP,0.94544
2026-05-27,CHF,GBP,0.94633
2026-05-29,CHF,GBP,0.95185
2026-06-01,CHF,GBP,0.94756
2026-06-02,CHF,GBP,0.94508
2026-05-22,CHF,HKD,9.9644
2026-05-26,CHF,HKD,9.9782
2026-05-27,CHF,HKD,9.961
2026-05-29,CHF,HKD,10.014
2026-06-01,CHF,HKD,9.999
2026-06-02,CHF,HKD,9.979
2026-05-22,CHF,HUF,393.77
2026-05-26,CHF,HUF,388.96
2026-05-27,CHF,HUF,387.67
2026-05-29,CHF,HUF,388.2
2026-06-01,CHF,HUF,388.69
2026-06-02,CHF,HUF,387.51
2026-05-22,CHF,IDR,22499.0
2026-05-26,CHF,IDR,22711.0
2026-05-27,CHF,IDR,22678.0
2026-05-29,CHF,IDR,22769.0
2026-06-01,CHF,IDR,22755.0
2026-06-02,CHF,IDR,22699.0
2026-05-22,CHF,ILS,3.6812
2026-05-26,CHF,ILS,3.6384
2026-05-27,CHF,ILS,3.6056
2026-05-29,CHF,ILS,3.5871
2026-06-01,CHF,ILS,3.5921
2026-06-02,CHF,ILS,3.6144
2026-05-22,CHF,INR,121.68
2026-05-26,CHF,INR,121.85
2026-05-27,CHF,INR,121.67
2026-05-29,CHF,INR,121.41
2026-06-01,CHF,INR,121.2
2026-06-02,CHF,INR,121.3
2026-05-22,CHF,ISK,157.47
2026-05-26,CHF,ISK,157.18
2026-05-27,CHF,ISK,156.67
2026-05-29,CHF,ISK,157.39
2026-06-01,CHF,ISK,157.54
2026-06-02,CHF,ISK,156.96
2026-05-22,CHF,JPY,202.36
2026-05-26,CHF,JPY,202.74
2026-05-27,CHF,JPY,202.69
2026-05-29,CHF,JPY,203.55
2026-06-01,CHF,JPY,203.48
2026-06-02,CHF,JPY,203.4
2026-05-22,CHF,KRW,1929.6
2026-05-26,CHF,KRW,1916.89
2026-05-27,CHF,KRW,1906.7
2026-05-29,CHF,KRW,1925.04
2026-06-01,CHF,KRW,1924.8
2026-06-02,CHF,KRW,1931.72
2026-05-22,CHF,MXN,22.046
2026-05-26,CHF,MXN,22.015
2026-05-27,CHF,MXN,22.019
2026-05-29,CHF,MXN,22.16
2026-06-01,CHF,MXN,22.107
2026-06-02,CHF,MXN,22.006
2026-05-22,CHF,MYR,5.0454
2026-05-26,CHF,MYR,5.0491
2026-05-27,CHF,MYR,5.0411
2026-05-29,CHF,MYR,5.0673
2026-06-01,CHF,MYR,5.0587
2026-06-02,CHF,MYR,5.0484
2026-05-22,CHF,NOK,11.7661
2026-05-26,CHF,NOK,11.7907
2026-05-27,CHF,NOK,11.7961
2026-05-29,CHF,NOK,11.8247
2026-06-01,CHF,NOK,11.8191
2026-06-02,CHF,NOK,11.8046
2026-05-22,CHF,NZD,2.1732
2026-05-26,CHF,NZD,2.1796
2026-05-27,CHF,NZD,2.1604
2026-05-29,CHF,NZD,2.1393
2026-06-01,CHF,NZD,2.1426
2026-06-02,CHF,NZD,2.1443
2026-05-22,CHF,PHP,78.353
2026-05-26,CHF,PHP,78.379
2026-05-27,CHF,PHP,78.133
2026-05-29,CHF,PHP,78.689
2026-06-01,CHF,PHP,78.786
2026-06-02,CHF,PHP,78.513
2026-05-22,CHF,PLN,4.6518
2026-05-26,CHF,PLN,4.6317
2026-05-27,CHF,PLN,4.6285
2026-05-29,CHF,PLN,4.64
2026-06-01,CHF,PLN,4.6374
2026-06-02,CHF,PLN,4.6284
2026-05-22,CHF,RON,5.7561
2026-05-26,CHF,RON,5.7339
2026-05-27,CHF,RON,5.7226
2026-05-29,CHF,RON,5.7648
2026-06-01,CHF,RON,5.7549
2026-06-02,CHF,RON,5.7441
2026-05-22,CHF,SEK,11.9196
2026-05-26,CHF,SEK,11.8482
2026-05-27,CHF,SEK,11.7879
2026-05-29,CHF,SEK,11.8231
2026-06-01,CHF,SEK,11.8197
2026-06-02,CHF,SEK,11.8319
2026-05-22,CHF,SGD,1.628
2026-05-26,CHF,SGD,1.6272
2026-05-27,CHF,SGD,1.6245
2026-05-29,CHF,SGD,1.6321
2026-06-01,CHF,SGD,1.6303
2026-06-02,CHF,SGD,1.6277
2026-05-22,CHF,THB,41.534
2026-05-26,CHF,THB,41.59
2026-05-27,CHF,THB,41.473
2026-05-29,CHF,THB,41.561
2026-06-01,CHF,THB,41.536
2026-06-02,CHF,THB,41.489
2026-05-22,CHF,TRY,58.128
2026-05-26,CHF,TRY,58.458
2026-05-27,CHF,TRY,58.362
2026-05-29,CHF,TRY,58.643
2026-06-01,CHF,TRY,58.554
2026-06-02,CHF,TRY,58.476
2026-05-22,CHF,USD,1.2715
2026-05-26,CHF,USD,1.2734
2026-05-27,CHF,USD,1.2714
2026-05-29,CHF,USD,1.278
2026-06-01,CHF,USD,1.2759
2026-06-02,CHF,USD,1.2733
2026-05-22,CHF,ZAR,20.95
2026-05-26,CHF,ZAR,20.83
2026-05-27,CHF,ZAR,20.799
2026-05-29,CHF,ZAR,20.735
2026-06-01,CHF,ZAR,20.737
2026-06-02,CHF,ZAR,20.631
2021-05-28,USD,AUD,1.3009
2021-05-31,USD,AUD,1.2929
2021-06-01,USD,AUD,1.2919
2021-06-02,USD,AUD,1.293
2021-06-03,USD,AUD,1.2958
2021-06-04,USD,AUD,1.3043
2021-06-07,USD,AUD,1.2891
2021-06-08,USD,AUD,1.2903
2021-06-09,USD,AUD,1.29
2021-06-10,USD,AUD,1.2922
2021-06-11,USD,AUD,1.2938
2021-06-14,USD,AUD,1.2959
2021-06-15,USD,AUD,1.3001
2021-06-16,USD,AUD,1.2965
2021-06-17,USD,AUD,1.3205
2021-06-18,USD,AUD,1.3306
2021-06-21,USD,AUD,1.3305
2021-06-22,USD,AUD,1.3299
2021-06-23,USD,AUD,1.3189
2021-06-24,USD,AUD,1.32
2021-06-25,USD,AUD,1.316
2021-06-28,USD,AUD,1.3227
2021-06-29,USD,AUD,1.33
2021-06-30,USD,AUD,1.334
2021-07-01,USD,AUD,1.3325
2021-07-02,USD,AUD,1.3394
2021-07-05,USD,AUD,1.3282
2021-07-06,USD,AUD,1.3206
2021-07-07,USD,AUD,1.328
2021-07-08,USD,AUD,1.3479
2021-07-09,USD,AUD,1.3382
2021-07-12,USD,AUD,1.3405
2021-07-13,USD,AUD,1.3374
2021-07-14,USD,AUD,1.3391
2021-07-15,USD,AUD,1.3444
2021-07-16,USD,AUD,1.3478
2021-07-19,USD,AUD,1.3635
2021-07-20,USD,AUD,1.3658
2021-07-21,USD,AUD,1.3667
2021-07-22,USD,AUD,1.3553
2021-07-23,USD,AUD,1.355
2021-07-26,USD,AUD,1.3583
2021-07-27,USD,AUD,1.3572
2021-07-28,USD,AUD,1.362
2021-07-29,USD,AUD,1.3528
2021-07-30,USD,AUD,1.3567
2021-08-02,USD,AUD,1.358
2021-08-03,USD,AUD,1.3535
2021-08-04,USD,AUD,1.3491
2021-08-05,USD,AUD,1.3494
2021-08-06,USD,AUD,1.3524
2021-08-09,USD,AUD,1.3606
2021-08-10,USD,AUD,1.362
2021-08-11,USD,AUD,1.3618
2021-08-12,USD,AUD,1.3598
2021-08-13,USD,AUD,1.3605
2021-08-16,USD,AUD,1.3642
2021-08-17,USD,AUD,1.3715
2021-08-18,USD,AUD,1.3793
2021-08-19,USD,AUD,1.3953
2021-08-20,USD,AUD,1.4029
2021-08-23,USD,AUD,1.392
2021-08-24,USD,AUD,1.3802
2021-08-25,USD,AUD,1.3796
2021-08-26,USD,AUD,1.3772
2021-08-27,USD,AUD,1.3791
2021-08-30,USD,AUD,1.37
2021-08-31,USD,AUD,1.3652
2021-09-01,USD,AUD,1.3614
2021-09-02,USD,AUD,1.3539
2021-09-03,USD,AUD,1.3444
2021-09-06,USD,AUD,1.3446
2021-09-07,USD,AUD,1.3528
2021-09-08,USD,AUD,1.3551
2021-09-09,USD,AUD,1.3545
2021-09-10,USD,AUD,1.3501
2021-09-13,USD,AUD,1.3595
2021-09-14,USD,AUD,1.364
2021-09-15,USD,AUD,1.3661
2021-09-16,USD,AUD,1.3667
2021-09-17,USD,AUD,1.3677
2021-09-20,USD,AUD,1.3834
2021-09-21,USD,AUD,1.3801
2021-09-22,USD,AUD,1.3793
2021-09-23,USD,AUD,1.3752
2021-09-24,USD,AUD,1.3794
2021-09-27,USD,AUD,1.3788
2021-09-28,USD,AUD,1.3799
2021-09-29,USD,AUD,1.3825
2021-09-30,USD,AUD,1.39
2021-10-01,USD,AUD,1.378
2021-10-04,USD,AUD,1.3713
2021-10-05,USD,AUD,1.3736
2021-10-06,USD,AUD,1.3787
2021-10-07,USD,AUD,1.3699
2021-10-08,USD,AUD,1.3689
2021-10-11,USD,AUD,1.3609
2021-10-12,USD,AUD,1.3553
2021-10-13,USD,AUD,1.3598
2021-10-14,USD,AUD,1.3484
2021-10-15,USD,AUD,1.348
2021-10-18,USD,AUD,1.3536
2021-10-19,USD,AUD,1.3386
2021-10-20,USD,AUD,1.336
2021-10-21,USD,AUD,1.3344
2021-10-22,USD,AUD,1.3336
2021-10-25,USD,AUD,1.3363
2021-10-26,USD,AUD,1.3311
2021-10-27,USD,AUD,1.3306
2021-10-28,USD,AUD,1.3293
2021-10-29,USD,AUD,1.3272
2021-11-01,USD,AUD,1.3301
2021-11-02,USD,AUD,1.3397
2021-11-03,USD,AUD,1.3451
2021-11-04,USD,AUD,1.3486
2021-11-05,USD,AUD,1.3538
2021-11-08,USD,AUD,1.3491
2021-11-09,USD,AUD,1.3511
2021-11-10,USD,AUD,1.3581
2021-11-11,USD,AUD,1.3699
2021-11-12,USD,AUD,1.3705
2021-11-15,USD,AUD,1.3577
2021-11-16,USD,AUD,1.3626
2021-11-17,USD,AUD,1.3716
2021-11-18,USD,AUD,1.3733
2021-11-19,USD,AUD,1.3824
2021-11-22,USD,AUD,1.3772
2021-11-23,USD,AUD,1.3839
2021-11-24,USD,AUD,1.3876
2021-11-25,USD,AUD,1.3924
2021-11-26,USD,AUD,1.3989
2021-11-29,USD,AUD,1.3996
2021-11-30,USD,AUD,1.3991
2021-12-01,USD,AUD,1.4008
2021-12-02,USD,AUD,1.4089
2021-12-03,USD,AUD,1.417
2021-12-06,USD,AUD,1.4206
2021-12-07,USD,AUD,1.4069
2021-12-08,USD,AUD,1.402
2021-12-09,USD,AUD,1.4004
2021-12-10,USD,AUD,1.3985
2021-12-13,USD,AUD,1.4005
2021-12-14,USD,AUD,1.403
2021-12-15,USD,AUD,1.3997
2021-12-16,USD,AUD,1.3862
2021-12-17,USD,AUD,1.3959
2021-12-20,USD,AUD,1.4065
2021-12-21,USD,AUD,1.4024
2021-12-22,USD,AUD,1.3944
2021-12-23,USD,AUD,1.3828
2021-12-24,USD,AUD,1.3824
2021-12-27,USD,AUD,1.3866
2021-12-28,USD,AUD,1.377
2021-12-29,USD,AUD,1.3835
2021-12-30,USD,AUD,1.3759
2021-12-31,USD,AUD,1.3787
2022-01-03,USD,AUD,1.3819
2022-01-04,USD,AUD,1.3904
2022-01-05,USD,AUD,1.3782
2022-01-06,USD,AUD,1.3944
2022-01-07,USD,AUD,1.3988
2022-01-10,USD,AUD,1.3937
2022-01-11,USD,AUD,1.3941
2022-01-12,USD,AUD,1.3863
2022-01-13,USD,AUD,1.3704
2022-01-14,USD,AUD,1.3805
2022-01-17,USD,AUD,1.3866
2022-01-18,USD,AUD,1.3929
2022-01-19,USD,AUD,1.3847
2022-01-20,USD,AUD,1.3814
2022-01-21,USD,AUD,1.39
2022-01-24,USD,AUD,1.4036
2022-01-25,USD,AUD,1.4034
2022-01-26,USD,AUD,1.3946
2022-01-27,USD,AUD,1.4132
2022-01-28,USD,AUD,1.4339
2022-01-31,USD,AUD,1.4181
2022-02-01,USD,AUD,1.4092
2022-02-02,USD,AUD,1.3979
2022-02-03,USD,AUD,1.4043
2022-02-04,USD,AUD,1.4101
2022-02-07,USD,AUD,1.4062
2022-02-08,USD,AUD,1.4047
2022-02-09,USD,AUD,1.3934
2022-02-10,USD,AUD,1.3895
2022-02-11,USD,AUD,1.395
2022-02-14,USD,AUD,1.4053
2022-02-15,USD,AUD,1.4004
2022-02-16,USD,AUD,1.3946
2022-02-17,USD,AUD,1.3884
2022-02-18,USD,AUD,1.3875
2022-02-21,USD,AUD,1.3892
2022-02-22,USD,AUD,1.3877
2022-02-23,USD,AUD,1.3745
2022-02-24,USD,AUD,1.3968
2022-02-25,USD,AUD,1.3856
2022-02-28,USD,AUD,1.3848
2022-03-01,USD,AUD,1.3765
2022-03-02,USD,AUD,1.3751
2022-03-03,USD,AUD,1.3668
2022-03-04,USD,AUD,1.3608
2022-03-07,USD,AUD,1.3539
2022-03-08,USD,AUD,1.3745
2022-03-09,USD,AUD,1.3637
2022-03-10,USD,AUD,1.3631
2022-03-11,USD,AUD,1.3664
2022-03-14,USD,AUD,1.3811
2022-03-15,USD,AUD,1.386
2022-03-16,USD,AUD,1.3794
2022-03-17,USD,AUD,1.3623
2022-03-18,USD,AUD,1.3576
2022-03-21,USD,AUD,1.3496
2022-03-22,USD,AUD,1.3427
2022-03-23,USD,AUD,1.3407
2022-03-24,USD,AUD,1.3361
2022-03-25,USD,AUD,1.3292
2022-03-28,USD,AUD,1.3305
2022-03-29,USD,AUD,1.3347
2022-03-30,USD,AUD,1.331
2022-03-31,USD,AUD,1.3358
2022-04-01,USD,AUD,1.3297
2022-04-04,USD,AUD,1.3313
2022-04-05,USD,AUD,1.3104
2022-04-06,USD,AUD,1.3212
2022-04-07,USD,AUD,1.3355
2022-04-08,USD,AUD,1.3398
2022-04-11,USD,AUD,1.3444
2022-04-12,USD,AUD,1.3442
2022-04-13,USD,AUD,1.3489
2022-04-14,USD,AUD,1.3433
2022-04-19,USD,AUD,1.3573
2022-04-20,USD,AUD,1.3464
2022-04-21,USD,AUD,1.3459
2022-04-22,USD,AUD,1.3697
2022-04-25,USD,AUD,1.3933
2022-04-26,USD,AUD,1.3892
2022-04-27,USD,AUD,1.4011
2022-04-28,USD,AUD,1.4129
2022-04-29,USD,AUD,1.3946
2022-05-02,USD,AUD,1.417
2022-05-03,USD,AUD,1.4044
2022-05-04,USD,AUD,1.4035
2022-05-05,USD,AUD,1.3881
2022-05-06,USD,AUD,1.4085
2022-05-09,USD,AUD,1.4251
2022-05-10,USD,AUD,1.4366
2022-05-11,USD,AUD,1.4266
2022-05-12,USD,AUD,1.4569
2022-05-13,USD,AUD,1.4508
2022-05-16,USD,AUD,1.4447
2022-05-17,USD,AUD,1.4224
2022-05-18,USD,AUD,1.4235
2022-05-19,USD,AUD,1.4286
2022-05-20,USD,AUD,1.4163
2022-05-23,USD,AUD,1.4056
2022-05-24,USD,AUD,1.4134
2022-05-25,USD,AUD,1.4195
2022-05-26,USD,AUD,1.4125
2022-05-27,USD,AUD,1.3985
2022-05-30,USD,AUD,1.3919
2022-05-31,USD,AUD,1.3939
2022-06-01,USD,AUD,1.3873
2022-06-02,USD,AUD,1.3869
2022-06-03,USD,AUD,1.3798
2022-06-06,USD,AUD,1.3837
2022-06-07,USD,AUD,1.396
2022-06-08,USD,AUD,1.389
2022-06-09,USD,AUD,1.3949
2022-06-10,USD,AUD,1.4034
2022-06-13,USD,AUD,1.4345
2022-06-14,USD,AUD,1.4518
2022-06-15,USD,AUD,1.4429
2022-06-16,USD,AUD,1.4364
2022-06-17,USD,AUD,1.4342
2022-06-20,USD,AUD,1.4321
2022-06-21,USD,AUD,1.4386
2022-06-22,USD,AUD,1.4499
2022-06-23,USD,AUD,1.4497
2022-06-24,USD,AUD,1.4489
2022-06-27,USD,AUD,1.4451
2022-06-28,USD,AUD,1.4402
2022-06-29,USD,AUD,1.4506
2022-06-30,USD,AUD,1.4536
2022-07-01,USD,AUD,1.4755
2022-07-04,USD,AUD,1.4543
2022-07-05,USD,AUD,1.4752
2022-07-06,USD,AUD,1.4701
2022-07-07,USD,AUD,1.462
2022-07-08,USD,AUD,1.4632
2022-07-11,USD,AUD,1.4765
2022-07-12,USD,AUD,1.4838
2022-07-13,USD,AUD,1.4703
2022-07-14,USD,AUD,1.4886
2022-07-15,USD,AUD,1.4799
2022-07-18,USD,AUD,1.4647
2022-07-19,USD,AUD,1.4513
2022-07-20,USD,AUD,1.4479
2022-07-21,USD,AUD,1.4558
2022-07-22,USD,AUD,1.4403
2022-07-25,USD,AUD,1.4368
2022-07-26,USD,AUD,1.4426
2022-07-27,USD,AUD,1.4401
2022-07-28,USD,AUD,1.436
2022-07-29,USD,AUD,1.4362
2022-08-01,USD,AUD,1.4204
2022-08-02,USD,AUD,1.4422
2022-08-03,USD,AUD,1.4402
2022-08-04,USD,AUD,1.4347
2022-08-05,USD,AUD,1.4378
2022-08-08,USD,AUD,1.4322
2022-08-09,USD,AUD,1.4351
2022-08-10,USD,AUD,1.4321
2022-08-11,USD,AUD,1.4057
2022-08-12,USD,AUD,1.4094
2022-08-15,USD,AUD,1.4231
2022-08-16,USD,AUD,1.4276
2022-08-17,USD,AUD,1.4419
2022-08-18,USD,AUD,1.4361
2022-08-19,USD,AUD,1.4506
2022-08-22,USD,AUD,1.4477
2022-08-23,USD,AUD,1.4543
2022-08-24,USD,AUD,1.4485
2022-08-25,USD,AUD,1.4349
2022-08-26,USD,AUD,1.4323
2022-08-29,USD,AUD,1.4549
2022-08-30,USD,AUD,1.4423
2022-08-31,USD,AUD,1.4591
2022-09-01,USD,AUD,1.4645
2022-09-02,USD,AUD,1.4681
2022-09-05,USD,AUD,1.4734
2022-09-06,USD,AUD,1.4757
2022-09-07,USD,AUD,1.492
2022-09-08,USD,AUD,1.4811
2022-09-09,USD,AUD,1.4632
2022-09-12,USD,AUD,1.4524
2022-09-13,USD,AUD,1.4483
2022-09-14,USD,AUD,1.4888
2022-09-15,USD,AUD,1.4865
2022-09-16,USD,AUD,1.4963
2022-09-19,USD,AUD,1.4965
2022-09-20,USD,AUD,1.4914
2022-09-21,USD,AUD,1.4992
2022-09-22,USD,AUD,1.5014
2022-09-23,USD,AUD,1.5202
2022-09-26,USD,AUD,1.5403
2022-09-27,USD,AUD,1.5408
2022-09-28,USD,AUD,1.5603
2022-09-29,USD,AUD,1.5436
2022-09-30,USD,AUD,1.5466
2022-10-03,USD,AUD,1.5494
2022-10-04,USD,AUD,1.5487
2022-10-05,USD,AUD,1.5512
2022-10-06,USD,AUD,1.548
2022-10-07,USD,AUD,1.5582
2022-10-10,USD,AUD,1.584
2022-10-11,USD,AUD,1.589
2022-10-12,USD,AUD,1.5995
2022-10-13,USD,AUD,1.591
2022-10-14,USD,AUD,1.5944
2022-10-17,USD,AUD,1.6017
2022-10-18,USD,AUD,1.5818
2022-10-19,USD,AUD,1.5921
2022-10-20,USD,AUD,1.5854
2022-10-21,USD,AUD,1.608
2022-10-24,USD,AUD,1.5867
2022-10-25,USD,AUD,1.5819
2022-10-26,USD,AUD,1.5431
2022-10-27,USD,AUD,1.5552
2022-10-28,USD,AUD,1.5587
2022-10-31,USD,AUD,1.5664
2022-11-01,USD,AUD,1.5491
2022-11-02,USD,AUD,1.5569
2022-11-03,USD,AUD,1.591
2022-11-04,USD,AUD,1.551
2022-11-07,USD,AUD,1.5439
2022-11-08,USD,AUD,1.5441
2022-11-09,USD,AUD,1.5478
2022-11-10,USD,AUD,1.5597
2022-11-11,USD,AUD,1.4997
2022-11-14,USD,AUD,1.495
2022-11-15,USD,AUD,1.4816
2022-11-16,USD,AUD,1.4791
2022-11-17,USD,AUD,1.5046
2022-11-18,USD,AUD,1.4888
2022-11-21,USD,AUD,1.51
2022-11-22,USD,AUD,1.506
2022-11-23,USD,AUD,1.5033
2022-11-24,USD,AUD,1.4803
2022-11-25,USD,AUD,1.4847
2022-11-28,USD,AUD,1.494
2022-11-29,USD,AUD,1.487
2022-11-30,USD,AUD,1.4866
2022-12-01,USD,AUD,1.4709
2022-12-02,USD,AUD,1.4668
2022-12-05,USD,AUD,1.468
2022-12-06,USD,AUD,1.4858
2022-12-07,USD,AUD,1.4938
2022-12-08,USD,AUD,1.4821
2022-12-09,USD,AUD,1.473
2022-12-12,USD,AUD,1.4794
2022-12-13,USD,AUD,1.4749
2022-12-14,USD,AUD,1.4565
2022-12-15,USD,AUD,1.4777
2022-12-16,USD,AUD,1.4941
2022-12-19,USD,AUD,1.4903
2022-12-20,USD,AUD,1.5069
2022-12-21,USD,AUD,1.4911
2022-12-22,USD,AUD,1.4863
2022-12-23,USD,AUD,1.4928
2022-12-27,USD,AUD,1.4844
2022-12-28,USD,AUD,1.4718
2022-12-29,USD,AUD,1.4892
2022-12-30,USD,AUD,1.4713
2023-01-02,USD,AUD,1.4695
2023-01-03,USD,AUD,1.4896
2023-01-04,USD,AUD,1.4579
2023-01-05,USD,AUD,1.4635
2023-01-06,USD,AUD,1.4848
2023-01-09,USD,AUD,1.4441
2023-01-10,USD,AUD,1.4563
2023-01-11,USD,AUD,1.4505
2023-01-12,USD,AUD,1.4454
2023-01-13,USD,AUD,1.4413
2023-01-16,USD,AUD,1.437
2023-01-17,USD,AUD,1.4397
2023-01-18,USD,AUD,1.422
2023-01-19,USD,AUD,1.4541
2023-01-20,USD,AUD,1.4427
2023-01-23,USD,AUD,1.4285
2023-01-24,USD,AUD,1.4248
2023-01-25,USD,AUD,1.412
2023-01-26,USD,AUD,1.405
2023-01-27,USD,AUD,1.4072
2023-01-30,USD,AUD,1.4115
2023-01-31,USD,AUD,1.4286
2023-02-01,USD,AUD,1.4129
2023-02-02,USD,AUD,1.4022
2023-02-03,USD,AUD,1.4171
2023-02-06,USD,AUD,1.4473
2023-02-07,USD,AUD,1.4458
2023-02-08,USD,AUD,1.4361
2023-02-09,USD,AUD,1.4306
2023-02-10,USD,AUD,1.4436
2023-02-13,USD,AUD,1.44
2023-02-14,USD,AUD,1.4324
2023-02-15,USD,AUD,1.4513
2023-02-16,USD,AUD,1.4486
2023-02-17,USD,AUD,1.4645
2023-02-20,USD,AUD,1.448
2023-02-21,USD,AUD,1.4551
2023-02-22,USD,AUD,1.4634
2023-02-23,USD,AUD,1.4649
2023-02-24,USD,AUD,1.4823
2023-02-27,USD,AUD,1.4913
2023-02-28,USD,AUD,1.4841
2023-03-01,USD,AUD,1.4766
2023-03-02,USD,AUD,1.4873
2023-03-03,USD,AUD,1.4817
2023-03-06,USD,AUD,1.4848
2023-03-07,USD,AUD,1.5004
2023-03-08,USD,AUD,1.5152
2023-03-09,USD,AUD,1.5127
2023-03-10,USD,AUD,1.5175
2023-03-13,USD,AUD,1.5007
2023-03-14,USD,AUD,1.495
2023-03-15,USD,AUD,1.5061
2023-03-16,USD,AUD,1.5037
2023-03-17,USD,AUD,1.4943
2023-03-20,USD,AUD,1.4909
2023-03-21,USD,AUD,1.4974
2023-03-22,USD,AUD,1.4958
2023-03-23,USD,AUD,1.493
2023-03-24,USD,AUD,1.5067
2023-03-27,USD,AUD,1.5041
2023-03-28,USD,AUD,1.4961
2023-03-29,USD,AUD,1.4983
2023-03-30,USD,AUD,1.4939
2023-03-31,USD,AUD,1.4959
2023-04-03,USD,AUD,1.4793
2023-04-04,USD,AUD,1.4819
2023-04-05,USD,AUD,1.4922
2023-04-06,USD,AUD,1.4945
2023-04-11,USD,AUD,1.5027
2023-04-12,USD,AUD,1.4995
2023-04-13,USD,AUD,1.4837
2023-04-14,USD,AUD,1.475
2023-04-17,USD,AUD,1.4895
2023-04-18,USD,AUD,1.4834
2023-04-19,USD,AUD,1.491
2023-04-20,USD,AUD,1.4885
2023-04-21,USD,AUD,1.4934
2023-04-24,USD,AUD,1.4968
2023-04-25,USD,AUD,1.5028
2023-04-26,USD,AUD,1.5151
2023-04-27,USD,AUD,1.5099
2023-04-28,USD,AUD,1.5175
2023-05-02,USD,AUD,1.493
2023-05-03,USD,AUD,1.5
2023-05-04,USD,AUD,1.4977
2023-05-05,USD,AUD,1.4871
2023-05-08,USD,AUD,1.4718
2023-05-09,USD,AUD,1.4798
2023-05-10,USD,AUD,1.4815
2023-05-11,USD,AUD,1.4845
2023-05-12,USD,AUD,1.4974
2023-05-15,USD,AUD,1.4951
2023-05-16,USD,AUD,1.4987
2023-05-17,USD,AUD,1.5027
2023-05-18,USD,AUD,1.5061
2023-05-19,USD,AUD,1.5018
2023-05-22,USD,AUD,1.5056
2023-05-23,USD,AUD,1.5105
2023-05-24,USD,AUD,1.5208
2023-05-25,USD,AUD,1.5317
2023-05-26,USD,AUD,1.5291
2023-05-29,USD,AUD,1.5291
2023-05-30,USD,AUD,1.5262
2023-05-31,USD,AUD,1.5442
2023-06-01,USD,AUD,1.5338
2023-06-02,USD,AUD,1.5096
2023-06-05,USD,AUD,1.5172
2023-06-06,USD,AUD,1.5013
2023-06-07,USD,AUD,1.4933
2023-06-08,USD,AUD,1.4959
2023-06-09,USD,AUD,1.4864
2023-06-12,USD,AUD,1.4789
2023-06-13,USD,AUD,1.4752
2023-06-14,USD,AUD,1.4724
2023-06-15,USD,AUD,1.4719
2023-06-16,USD,AUD,1.4537
2023-06-19,USD,AUD,1.4616
2023-06-20,USD,AUD,1.4744
2023-06-21,USD,AUD,1.4789
2023-06-22,USD,AUD,1.4742
2023-06-23,USD,AUD,1.4962
2023-06-26,USD,AUD,1.4972
2023-06-27,USD,AUD,1.4947
2023-06-28,USD,AUD,1.5108
2023-06-29,USD,AUD,1.5067
2023-06-30,USD,AUD,1.5091
2023-07-03,USD,AUD,1.5032
2023-07-04,USD,AUD,1.4948
2023-07-05,USD,AUD,1.501
2023-07-06,USD,AUD,1.4963
2023-07-07,USD,AUD,1.5077
2023-07-10,USD,AUD,1.5049
2023-07-11,USD,AUD,1.5009
2023-07-12,USD,AUD,1.4951
2023-07-13,USD,AUD,1.4576
2023-07-14,USD,AUD,1.4571
2023-07-17,USD,AUD,1.4681
2023-07-18,USD,AUD,1.4681
2023-07-19,USD,AUD,1.4776
2023-07-20,USD,AUD,1.4661
