regime,ENERGY,FIN,FX,HC,MKT,TECH
bear,-0.1598421188818303,-0.11335153006264541,-0.046112187970144554,-0.04961599092849404,-0.07304235054008792,-0.07504412023147757
flat,0.034936990571155985,0.03153389199962137,-0.0299820468666234,-0.01138091119994642,0.07226974096493473,0.18617299248482888
bull,0.19238514618912567,0.18585677427281463,-0.04100293274111658,0.1059964124934469,0.17417567637542367,0.21618683984768672
