date,isin,ticker,price
2021-05-26,CA06849F1080,B.US,19.6745
2021-05-27,CA06849F1080,B.US,19.2786
2021-05-28,CA06849F1080,B.US,19.4563
2021-06-01,CA06849F1080,B.US,19.5195
2021-06-02,CA06849F1080,B.US,19.4471
2021-06-03,CA06849F1080,B.US,18.6746
2021-06-04,CA06849F1080,B.US,18.8758
2021-06-07,CA06849F1080,B.US,18.8356
2021-06-08,CA06849F1080,B.US,18.6022
2021-06-09,CA06849F1080,B.US,18.5137
2021-06-10,CA06849F1080,B.US,19.0769
2021-06-11,CA06849F1080,B.US,18.6907
2021-06-14,CA06849F1080,B.US,18.6264
2021-06-15,CA06849F1080,B.US,18.3367
2021-06-16,CA06849F1080,B.US,18.0631
2021-06-17,CA06849F1080,B.US,16.9206
2021-06-18,CA06849F1080,B.US,16.6953
2021-06-21,CA06849F1080,B.US,17.0172
2021-06-22,CA06849F1080,B.US,16.9609
2021-06-23,CA06849F1080,B.US,16.8643
2021-06-24,CA06849F1080,B.US,16.8723
2021-06-25,CA06849F1080,B.US,16.808
2021-06-28,CA06849F1080,B.US,16.6551
2021-06-29,CA06849F1080,B.US,16.5183
2021-06-30,CA06849F1080,B.US,16.639
2021-07-01,CA06849F1080,B.US,16.5586
2021-07-02,CA06849F1080,B.US,16.7275
2021-07-06,CA06849F1080,B.US,17.1298
2021-07-07,CA06849F1080,B.US,17.0494
2021-07-08,CA06849F1080,B.US,16.6712
2021-07-09,CA06849F1080,B.US,17.0011
2021-07-12,CA06849F1080,B.US,16.7597
2021-07-13,CA06849F1080,B.US,17.0091
2021-07-14,CA06849F1080,B.US,17.162
2021-07-15,CA06849F1080,B.US,17.1137
2021-07-16,CA06849F1080,B.US,16.7838
2021-07-19,CA06849F1080,B.US,16.5264
2021-07-20,CA06849F1080,B.US,16.6712
2021-07-21,CA06849F1080,B.US,16.816
2021-07-22,CA06849F1080,B.US,16.6873
2021-07-23,CA06849F1080,B.US,16.5988
2021-07-26,CA06849F1080,B.US,16.7517
2021-07-27,CA06849F1080,B.US,16.8884
2021-07-28,CA06849F1080,B.US,17.17
2021-07-29,CA06849F1080,B.US,17.5482
2021-07-30,CA06849F1080,B.US,17.516
2021-08-02,CA06849F1080,B.US,17.3551
2021-08-03,CA06849F1080,B.US,17.4758
2021-08-04,CA06849F1080,B.US,17.4195
2021-08-05,CA06849F1080,B.US,17.1057
2021-08-06,CA06849F1080,B.US,16.7356
2021-08-09,CA06849F1080,B.US,16.5425
2021-08-10,CA06849F1080,B.US,15.9632
2021-08-11,CA06849F1080,B.US,16.3413
2021-08-12,CA06849F1080,B.US,16.1321
2021-08-13,CA06849F1080,B.US,16.3091
2021-08-16,CA06849F1080,B.US,16.2448
2021-08-17,CA06849F1080,B.US,16.0678
2021-08-18,CA06849F1080,B.US,15.6574
2021-08-19,CA06849F1080,B.US,15.3919
2021-08-20,CA06849F1080,B.US,15.4724
2021-08-23,CA06849F1080,B.US,16.2126
2021-08-24,CA06849F1080,B.US,16.1884
2021-08-25,CA06849F1080,B.US,15.9712
2021-08-26,CA06849F1080,B.US,15.8747
2021-08-27,CA06849F1080,B.US,16.285
2021-08-30,CA06849F1080,B.US,16.1222
2021-08-31,CA06849F1080,B.US,16.3338
2021-09-01,CA06849F1080,B.US,16.1222
2021-09-02,CA06849F1080,B.US,16.1711
2021-09-03,CA06849F1080,B.US,16.521
2021-09-07,CA06849F1080,B.US,16.1548
2021-09-08,CA06849F1080,B.US,16.1629
2021-09-09,CA06849F1080,B.US,16.0246
2021-09-10,CA06849F1080,B.US,15.7479
